Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
General Mills Inc.,GIS,83.85,84.38,-0.53,20.36,4.12,2401128,50.579B
Public Storage,PSA,280.19,282.58,-2.39,41.76,6.71,428827,49.133B
Uber Technologies Inc.,UBER,24.73,24.91,-0.18,0,-3.86,20227290,47.979B
Phillips 66,PSX,104.08,104.11,-0.03,0,-4.88,2088911,45.608B
Adani Total Gas Limited,ATGL.NS,3692.85,3793.0,-100.15,877.16,4.21,686231,4.061T
Shin-Etsu Chemical Co. Ltd.,4063.T,16225.0,16260.0,-35.0,22.97,706.26,857600,6.739T
Valero Energy Corporation,VLO,126.86,126.32,0.54,0,-0.69,1990833,51.865B
American Electric Power Company Inc.,AEP,94.95,96.01,-1.06,20.78,4.57,1350689,47.132B
Synopsys Inc.,SNPS,319.29,321.98,-2.69,69.04,4.62,519042,48.991B
Saudi Telecom Company,7010.SR,36.6,36.5,0.1,6.63,5.52,3041968,73.096B
Sempra,SRE,154.54,155.88,-1.34,12.0,12.88,1027272,49.35B
Takeda Pharmaceutical Company Limited,TAK,15.6,15.62,-0.02,29.66,0.53,1901961,48.596B
Australia and New Zealand Banking Group Limited,ANZ.AX,23.79,23.79,0.0,20.16,1.18,3543331,67.065B
Nintendo Co. Ltd.,7974.T,5532.0,5608.0,-76.0,1.5,3684.56,4709000,649.025B
Bajaj Finance Limited,BAJFINANCE.NS,6575.2,6510.9,64.3,90.07,73.0,1519997,3.97T
General Motors Company,GM,33.64,33.67,-0.03,7.77,4.33,11806812,48.841B
NetEase Inc.,NTES,72.63,73.15,-0.52,26.13,2.78,1110928,49.847B
London Stock Exchange Group plc,LS4C.F,82.0,82.0,0.0,60.03,1.37,137,46.681B
The Hershey Company,HSY,231.57,233.25,-1.68,34.46,6.72,408878,47.704B
Marriott International Inc.,MAR,148.89,147.97,0.92,0,-0.82,1485427,48.491B
Sberbank of Russia,SBER.ME,133.3,133.09,0.21,3.11,42.89,27635050,3.003T
American International Group Inc.,AIG,63.24,63.63,-0.39,0,-6.88,2218273,52.508B
Dassault Systèmes SE,DSY.PA,33.49,34.04,-0.55,16.03,2.09,903527,43.75B
Oriental Land Co. Ltd.,4661.T,19160.0,19090.0,70.0,0,-165.51,663000,6.274T
Hitachi Ltd.,6501.T,6691.0,6742.0,-51.0,12.9,518.51,1678800,6.471T
Hangzhou Hikvision Digital Technology Co. Ltd.,002415.SZ,34.68,34.25,0.43,22.95,1.51,29799813,323.766B
Bank of Communications Co. Ltd.,601328.SS,4.74,4.71,0.03,4.55,1.041,79220024,326.635B
Mitsubishi Corporation,8058.T,4283.0,4281.0,2.0,19.21,222.91,2567300,6.322T
Ford Motor Company,F,11.63,11.54,0.09,11.7,0.99,39052621,46.476B
Southern Copper Corporation,SCCO,60.39,61.79,-1.4,22.03,2.74,1004607,46.686B
PAO NOVATEK,NVTK.ME,993.0,998.0,-5.0,1.82,544.98,696610,2.981T
Centene Corporation,CNC,82.01,81.72,0.29,19.59,4.19,1849491,47.853B
AutoZone Inc.,AZO,2466.18,2464.38,1.8,31.18,79.1,65704,50.888B
Snowflake Inc.,SNOW,143.54,142.38,1.16,0,-3.81,2857802,43.966B
LONGi Green Energy Technology Co. Ltd.,601012.SS,42.26,42.62,-0.36,17.38,2.43,53364259,228.751B
Edwards Lifesciences Corporation,EW,74.61,75.21,-0.6,55.31,1.35,2223256,46.582B
Samsung Biologics Co.Ltd.,207940.KS,821000.0,830000.0,-9000.0,0,0,35166,54.321T
Woodside Energy Group Ltd,WDS,24.21,23.93,0.28,0,0,289589,N/A
Cintas Corporation,CTAS,451.62,456.95,-5.33,49.43,9.14,312634,46.817B
Roper Technologies Inc.,ROP,432.09,436.87,-4.78,45.82,9.43,260187,45.579B
Kimberly-Clark Corporation,KMB,135.75,137.24,-1.49,20.36,6.67,1109908,45.709B
Deutsche Post AG,DPW.DE,35.18,35.5,-0.32,14.91,2.36,1082890,43.59B
Stellantis N.V.,STLA,14.2,14.34,-0.14,3.08,4.61,4189342,44.482B
Itaú Unibanco Holding S.A.,ITUB,4.71,4.7166,-0.01,13.31,0.354,10489348,46.063B
ITOCHU Corporation,8001.T,4146.0,4172.0,-26.0,14.06,294.83,1778500,6.167T
BASF SE,BAS.DE,46.39,46.76,-0.37,0,-0.25,797598,42.608B
Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,MUV2.DE,304.0,305.9,-1.9,35.22,8.63,129361,42.59B
Amphenol Corporation,APH,76.14,76.62,-0.48,36.52,2.09,1243112,45.534B
Tokyo Electron Limited,8035.T,38880.0,39110.0,-230.0,25.03,1553.29,1024200,6.048T
Persero) Tbk,BYRA.F,0.28,0.28,0.0,15.56,0.018,7463,45.384B
Hon Hai Precision Industry Co. Ltd.,2317.TW,99.9,99.7,0.2,13.73,7.28,18100954,1.385T
Aflac Incorporated,AFL,71.94,72.08,-0.14,9.25,7.78,1333973,47.59B
Mitsui & Co. Ltd.,8031.T,3853.0,3870.0,-17.0,19.34,199.18,2262400,6.249T
ING Groep N.V.,ING,12.17,12.26,-0.09,15.85,0.77,3035964,45.951B
PT Bayan Resources Tbk,BYAN.JK,21000.0,20725.0,275.0,152173.92,0.14,2823700,70T
DexCom Inc.,DXCM,113.24,112.07,1.17,21.76,5.2,1277073,10.975B
Alimentation Couche-Tard Inc.,ATD.TO,59.5,60.6,-1.1,19.32,3.08,1775424,63.19B
Agilent Technologies Inc.,A,149.65,150.87,-1.22,57.62,2.6,646692,45.194B
Daikin IndustriesLtd.,6367.T,20200.0,20400.0,-200.0,39.05,517.28,611500,5.911T
National Grid plc,NGG,60.32,60.74,-0.42,20.87,2.89,210920,43.764B
Shopify Inc.,SHOP,34.71,35.1,-0.39,2.71,12.79,13220881,4.343B
Cadence Design Systems Inc.,CDNS,160.64,161.93,-1.29,68.65,2.34,700236,44.52B
Simon Property Group Inc.,SPG,117.48,117.32,0.16,32.72,3.59,1205247,38.606B
Johnson Controls International plc,JCI,64.0,64.46,-0.46,44.44,1.44,1473684,45.077B
The Travelers Companies Inc.,TRV,187.49,189.44,-1.95,16.95,11.06,568031,46.124B
Macquarie Group Limited,MQG.AX,166.96,166.0,0.96,26.89,6.21,435492,128.14B
Kotak Mahindra Bank Limited,KOTAKBANK.NS,1827.25,1818.75,8.5,36.19,50.49,2692515,3.625T
Hess Corporation,HES,141.82,140.86,0.96,0,-1.34,810109,43.925B
FedEx Corporation,FDX,173.2,175.55,-2.35,15.25,11.36,1557512,45.893B
Universal Music Group N.V.,UMG.AS,22.51,22.88,-0.37,38.15,0.59,656877,40.816B
Motorola Solutions Inc.,MSI,257.71,258.81,-1.1,47.29,5.45,360898,43.526B
Workday Inc.,WDAY,167.33,167.79,-0.46,0,-1.19,1128299,41.833B
Adyen N.V.,ADYEN.AS,1288.4,1319.0,-30.6,151.4,8.51,44184,39.867B
Exelon Corporation,EXC,43.23,43.13,0.1,21.51,2.01,6185267,42.293B
Fortescue Metals Group Limited,FMG.AX,20.51,20.66,-0.15,7.68,2.67,3405918,63.149B
Ambev S.A.,ABEV,2.72,2.75,-0.03,20.61,0.132,6632362,42.808B
Suncor Energy Inc.,SU,31.73,31.38,0.35,2266.43,0.01,2449845,46.232B
Constellation Brands Inc.,STZ,231.75,234.8,-3.05,22.45,10.32,710158,43.453B
MercadoLibre Inc.,MELI,846.24,866.28,-20.04,0,-0.08,365606,42.7B
Tokio Marine Holdings Inc.,8766.T,2827.5,2829.0,-1.5,13.54,208.76,3495600,1.93T
Ma'aden),1211.SR,64.7,63.7,1.0,87.91,0.74,1708107,79.619B
Intesa Sanpaolo S.p.A.,ISP.MI,2.078,2.107,-0.03,11.54,0.18,38312976,40.247B
